Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.31122815417763944,0.3830500359109409,0.2971031841034235,0.3170936078525257,0.2994972468278669,0.32212113957385685,0.3504907828585109,0
I,0.05817572420397414,0.06416088101508259,0.043093129039980846,0.06404117787886042,0.06571702178597079,0.09169260234618147,0.06320325592530525,0
M,0.5395020349533157,0.505626047402442,0.38592291118027294,0.4757002633468997,0.38472587981805123,0.49209959300933687,0.6171893703615035,1
F,0.1626765621259277,0.1881733301412497,0.22887239645678717,0.19152501795547044,0.177759157289921,0.26562125927699304,0.18194876705769691,0
F,0.6801532200143644,0.719535551831458,0.7779506823078765,0.8050035910940867,0.7149868326550156,0.6754847977016998,0.9049557098395978,1
M,0.5863059612161838,0.7447929135743356,0.8223605458463011,0.769092650227436,0.7063682068470194,0.7708881972707685,0.8485755326789561,1
F,0.7166626765621259,0.6023461814699546,0.93763466602825,0.7085228632990185,0.7167823796983481,0.8309791716542974,0.7197749581039024,1
F,0.6985875029925784,0.719535551831458,0.5796025855877424,0.6519032798659324,0.6633947809432608,0.6627962652621499,0.6321522623892746,1
M,0.6801532200143644,0.719535551831458,0.47773521666267654,0.6079722288723964,0.5430931290399809,0.5600909743835288,0.7197749581039024,0
F,0.6985875029925784,0.6932008618625808,0.5796025855877424,0.592769930572181,0.5436916447210917,0.5746947570026335,0.6941584869523582,0
F,0.5395020349533157,0.505626047402442,0.47773521666267654,0.4919798898731147,0.41285611683026097,0.46432846540579364,0.6435240603303807,1
F,0.7501795547043333,0.719535551831458,0.7779506823078765,0.7135503950203496,0.7020588939430213,0.703974144122576,0.786090495570984,1
F,0.606894900646397,0.5787646636341872,0.47773521666267654,0.6064160881015083,0.5785252573617429,0.7481446013885564,0.6435240603303807,0
M,0.7684941345463251,0.86258079961695,0.8223605458463011,0.9348814938951401,0.7604740244194398,0.5695475221450802,0.9952118745511133,1
F,0.4291357433564759,0.505626047402442,0.7356954752214508,0.6394541536988269,0.5952836964328465,0.6754847977016998,0.7337802250418961,1
M,0.6801532200143644,0.719535551831458,0.6880536270050275,0.8405554225520708,0.6125209480488388,0.7000239406272444,0.9840794828824515,1
M,0.6290399808474982,0.6023461814699546,0.47773521666267654,0.6557337802250419,0.5709839597797463,0.6450802011012688,0.8176921235336366,1
F,0.5863059612161838,0.6715345942063682,0.863299018434283,0.8305003591094087,0.5038305003591094,0.6678237969834809,0.9192003830500359,1
M,0.7901604022025377,0.6715345942063682,0.47773521666267654,0.7741201819487671,0.7192961455590137,0.6125209480488388,0.8764663634187215,1
M,0.5533875987550874,0.5614077088819727,0.6880536270050275,0.5474024419439789,0.4916207804644482,0.621139573856835,0.5761311946372994,0
F,0.271965525496768,0.2757960258558774,0.38592291118027294,0.30739765381853007,0.31194637299497247,0.3167344984438592,0.33588700023940626,0
F,0.606894900646397,0.6023461814699546,0.6880536270050275,0.6316734498443859,0.46624371558534833,0.691285611683026,0.7537706487909983,1
M,0.5690687096001915,0.505626047402442,0.42877663394780946,0.5104141728513287,0.5070624850371079,0.49090256164711515,0.5641608810150825,1
M,0.5395020349533157,0.5614077088819727,0.5796025855877424,0.4675604500837922,0.45606894900646394,0.4401484318889155,0.5761311946372994,1
M,0.6801532200143644,0.6715345942063682,0.8223605458463011,0.7222887239645679,0.6025855877423989,0.7524539142925545,0.8624610964807278,1
F,0.7901604022025377,0.8028489346420876,0.7356954752214508,0.8126645918123054,0.7561647115154417,0.8896337084031601,0.8624610964807278,0
M,0.9537945894182428,0.9683983720373474,0.9159683983720374,0.9044768972947091,0.8482164232702897,0.9178836485515921,0.9517596361024658,1
M,0.9116590854680393,0.9324874311706967,0.93763466602825,0.9322480248982523,0.8333732343787407,0.9570265740962414,0.9488867608331338,1
M,0.4795307637060091,0.541776394541537,0.5796025855877424,0.4505626047402442,0.3905913334929375,0.39274598994493654,0.5481206607613119,0
M,0.2962652621498683,0.332176203016519,0.38592291118027294,0.313023701220972,0.3002154656451999,0.3728752693320565,0.2866890112520948,0
M,0.2962652621498683,0.31589657649030406,0.38592291118027294,0.3121857792674168,0.27687335408187697,0.3763466602824994,0.33588700023940626,0
F,0.31122815417763944,0.332176203016519,0.3415130476418482,0.3485755326789562,0.4060330380655973,0.22480248982523343,0.3139813263107493,0
I,0.10653579123773042,0.09767775915728992,0.13981326310749342,0.12078046444816855,0.12927938711994255,0.10845104141728514,0.12508977735216661,0
M,0.5222647833373234,0.541776394541537,0.5258558774239885,0.5329183624610965,0.4871917644242279,0.5682307876466364,0.5641608810150825,1
M,0.4642087622695715,0.541776394541537,0.6880536270050275,0.566554943739526,0.47007421594445775,0.4809672013406751,0.7649030404596601,1
M,0.4642087622695715,0.4689968877184582,0.47773521666267654,0.4499640890591334,0.46121618386401725,0.49090256164711515,0.43643763466602825,0
M,0.7166626765621259,0.6932008618625808,0.6880536270050275,0.7610725401005506,0.7437155853483362,0.7191764424227914,0.786090495570984,1
F,0.4291357433564759,0.4539142925544649,0.6375389035192722,0.45104141728513286,0.42722049317692123,0.5448886760833134,0.504907828585109,1
F,0.5041896097677759,0.5239406272444338,0.7356954752214508,0.501436437634666,0.43105099353603066,0.5430931290399809,0.6321522623892746,1
F,0.3713191285611683,0.4163275077807039,0.3415130476418482,0.4162078046444817,0.3798180512329423,0.3709600191525018,0.47198946612401244,0
F,0.4002872875269332,0.3830500359109409,0.42877663394780946,0.39047163035671534,0.32583193679674405,0.5293272683744314,0.42638257122336604,0
F,0.2167823796983481,0.3968158965764903,0.1990663155374671,0.19786928417524538,0.17057696911659084,0.2644242279147714,0.25005985156811106,0
M,0.35671534594206367,0.3968158965764903,0.3415130476418482,0.32319846779985634,0.337084031601628,0.3805362700502753,0.3139813263107493,0
M,0.2835767297103184,0.2905195116112042,0.1990663155374671,0.2415609288963371,0.228752693320565,0.2955470433325353,0.36329901843428297,0
I,0.2167823796983481,0.1881733301412497,0.07242039741441225,0.1805123294230309,0.1870960019152502,0.16471151544170456,0.19320086186258079,0
M,0.1997845343548001,0.2577208522863299,0.1990663155374671,0.2186976298779028,0.16327507780703854,0.1626765621259277,0.33588700023940626,0
F,0.5041896097677759,0.4539142925544649,0.3415130476418482,0.43033277471869763,0.4393105099353603,0.4214747426382571,0.4476897294709121,1
F,0.4642087622695715,0.4689968877184582,0.26095283696432847,0.3595882212113957,0.32894421833852044,0.45989944936557337,0.3774239885084989,1
F,0.346301173090735,0.332176203016519,0.42877663394780946,0.3763466602824994,0.37048120660761313,0.27699305721809914,0.47198946612401244,1
M,0.22791477136700983,0.23150586545367488,0.1990663155374671,0.22432367728034475,0.1642327028968159,0.2572420397414412,0.33588700023940626,0
F,0.5533875987550874,0.5239406272444338,0.5796025855877424,0.5661958343308595,0.5168781422073259,0.5067033756284415,0.7078046444816855,0
M,0.16949964089059133,0.16435240603303808,0.09037586784773761,0.13717979411060569,0.14208762269571462,0.15022743595882213,0.1491501077328226,0
F,0.2962652621498683,0.30308834091453196,0.1990663155374671,0.23629399090256165,0.20971989466124014,0.2824994014843189,0.2754369164472109,0
I,0.14400287287526933,0.14663634187215704,0.09037586784773761,0.1333492937514963,0.12676562125927698,0.14268613837682548,0.1491501077328226,0
F,0.4130955231027053,0.505626047402442,0.47773521666267654,0.47498204452956666,0.45068230787646635,0.508498922671774,0.5641608810150825,1
M,0.11958343308594685,0.09767775915728992,0.0560210677519751,0.10462054105817573,0.1050993536030644,0.12269571462772325,0.11299976059372756,0
I,0.10653579123773042,0.12461096480727796,0.07242039741441225,0.07672971031841035,0.09265022743595883,0.12066076131194638,0.11299976059372756,0
I,0.03255925305242997,0.030165190327986594,0.025017955470433326,0.023581517835767295,0.02310270529087862,0.04117787886042614,0.033756284414651665,0
I,0.12892027771127604,0.11527412018194877,0.11407708881972707,0.12449126167105579,0.13239166866171895,0.13227196552549678,0.11299976059372756,0
I,0.14400287287526933,0.13981326310749342,0.09037586784773761,0.13095523102705292,0.13849652860904957,0.15537467081637538,0.13694038783816137,0
M,0.960378261910462,0.9324874311706967,0.6880536270050275,0.9535551831457985,0.8867608331338281,0.7786689011252095,0.9765381853004549,1
M,0.9707924347617908,0.9401484318889155,0.7356954752214508,0.9796504668422312,0.95750538664113,0.7708881972707685,0.9983241560928896,1
M,0.6801532200143644,0.7447929135743356,0.7356954752214508,0.8126645918123054,0.7209719894661241,0.8204452956667465,0.8905913334929375,1
F,0.22791477136700983,0.2577208522863299,0.3415130476418482,0.2249221929614556,0.2341393344505626,0.1626765621259277,0.246468757481446,0
F,0.07026574096241321,0.0900167584390711,0.11407708881972707,0.08822121139573857,0.09791716542973426,0.07433564759396696,0.09600191525017955,0
I,0.09396696193440268,0.0900167584390711,0.13981326310749342,0.10342350969595403,0.09971271247306679,0.13586305961216183,0.10761311946372995,0
I,0.0305242997366531,0.033995690687096,0.03279865932487431,0.03435480009576251,0.03519272204931769,0.033875987550873836,0.02956667464687575,0
F,0.1997845343548001,0.21091692602346182,0.26095283696432847,0.22635863059612163,0.211036629159684,0.21223366052190568,0.26825472827388075,0
F,0.05554225520708642,0.059612161838640175,0.07242039741441225,0.06667464687574814,0.07134306918841274,0.06990663155374671,0.06739286569308116,0
M,0.08834091453196073,0.08379219535551831,0.11407708881972707,0.09683983720373474,0.11156332295906153,0.05554225520708642,0.09743835288484558,0
F,0.16949964089059133,0.19918601867368926,0.22887239645678717,0.1928417524539143,0.19020828345702656,0.1626765621259277,0.21953555183145798,0
M,0.12892027771127604,0.13239166866171895,0.13981326310749342,0.13299018434282978,0.11635144840794828,0.14268613837682548,0.16590854680392628,0
F,0.5690687096001915,0.5787646636341872,0.6375389035192722,0.5195116112042135,0.5070624850371079,0.6141967919559492,0.5393823318170936,0
F,0.5222647833373234,0.6023461814699546,0.5258558774239885,0.4601388556380177,0.43559971271247305,0.4109408666507062,0.5958822121139574,0
M,0.8745511132391669,0.8938233181709361,0.9159683983720374,0.8522863299018434,0.7710079004069906,0.8688053627005028,0.9250658367249222,1
M,0.5533875987550874,0.6297581996648313,0.6375389035192722,0.4988029686377783,0.5058654536748863,0.5627244433804166,0.5277711276035432,1
M,0.31122815417763944,0.332176203016519,0.38592291118027294,0.30775676322719653,0.28800574575053867,0.3254728273880776,0.3504907828585109,0
F,0.346301173090735,0.35108929853962173,0.3415130476418482,0.328585108929854,0.35144840794828824,0.29746229351209,0.3582714867129519,0
M,0.271965525496768,0.2577208522863299,0.2971031841034235,0.30536270050275316,0.3176921235336366,0.29997605937275557,0.31936796744074697,0
I,0.0405793631793153,0.038185300454871916,0.07242039741441225,0.050873832894421836,0.049676801532200145,0.08594685180751736,0.05709839597797462,0
I,0.0062245630835527895,0.0075412975819966485,0.018913095523102705,0.008259516399329663,0.006823078764663634,0.008259516399329663,0.01209001675843907,0
I,0.005266937993775437,0.0075412975819966485,0.13981326310749342,0.007661000718218817,0.009815657170217859,0.01101268853243955,0.008977735216662676,0
M,0.6637538903519272,0.719535551831458,0.5258558774239885,0.6794350011970314,0.6625568589897055,0.7748384007661001,0.7452717261192243,1
F,0.7166626765621259,0.824395499162078,0.8913095523102705,0.7259995211874551,0.7009815657170217,0.7640651185061048,0.7649030404596601,0
F,0.8276274838400766,0.8794589418242758,0.9159683983720374,0.8655733780225042,0.7553267895618865,0.8664112999760594,0.9267416806320325,0
F,0.7166626765621259,0.7656212592769931,0.6880536270050275,0.6823078764663634,0.5554225520708642,0.703974144122576,0.8076370600909744,0
F,0.5690687096001915,0.6023461814699546,0.42877663394780946,0.6394541536988269,0.5815178357672971,0.42985396217380895,0.7078046444816855,1
M,0.4130955231027053,0.4378740723006943,0.38592291118027294,0.44888676083313384,0.47546085707445535,0.3685659564280584,0.4476897294709121,0
F,0.606894900646397,0.6511850610485995,0.9159683983720374,0.6435240603303807,0.5887000239406273,0.723126645918123,0.7753172133109888,1
M,0.8574335647593967,0.7656212592769931,0.9832415609288964,0.9089059133349294,0.8051232942303088,0.7728034474503231,0.9920995930093368,1
F,0.6290399808474982,0.6297581996648313,0.7779506823078765,0.5822360545846301,0.5603303806559732,0.6365812784294949,0.6435240603303807,1
F,0.606894900646397,0.6511850610485995,0.7356954752214508,0.7293512090016758,0.44098635384247065,0.5272923150586545,0.9192003830500359,1
M,0.7166626765621259,0.6715345942063682,0.7356954752214508,0.6814699545128082,0.6303567153459421,0.7400047881254489,0.7753172133109888,1
F,0.7166626765621259,0.7656212592769931,0.6880536270050275,0.7907589178836486,0.7842949485276515,0.7617907589178836,0.6321522623892746,1
M,0.7333014124970074,0.7656212592769931,0.8223605458463011,0.8041656691405314,0.8017716064160881,0.8474982044529566,0.786090495570984,1
F,0.9849174048360066,0.9683983720373474,0.9767775915728992,0.9895858271486713,0.9012449126167106,0.9627723246349055,1.0,1
F,0.8745511132391669,0.9474503231984678,0.9953315776873354,0.9590615274120182,0.8198467799856356,0.8309791716542974,0.9988029686377783,1
M,0.9849174048360066,0.9802489825233421,0.9159683983720374,0.9990423749102226,0.9932966243715585,0.9920995930093368,0.9973665310031122,1
F,0.9849174048360066,0.9853962173808953,0.8223605458463011,0.9881493895140052,0.9571462772324635,0.9853962173808953,0.9990423749102226,1
F,0.9369164472109169,0.9802489825233421,0.9686377783097917,0.9712712473066795,0.8825712233660522,0.9691165908546804,0.9932966243715585,1
M,0.966004309312904,0.9683983720373474,0.9889873114675605,0.9813263107493416,0.9686377783097917,0.8737131912856116,0.9980847498204453,1
F,0.9369164472109169,0.8794589418242758,0.8223605458463011,0.9353603064400288,0.7633468996887719,0.9700742159444578,0.9901843428297822,1
M,0.9537945894182428,0.9565477615513527,0.9832415609288964,0.9794110605697869,0.9382331817093608,0.9982044529566675,0.9863538424706727,1
F,0.4642087622695715,0.3968158965764903,0.5258558774239885,0.48240363897534116,0.45762508977735217,0.49581039023222406,0.5641608810150825,0
M,0.44661240124491264,0.541776394541537,0.6375389035192722,0.6892506583672492,0.7246827866890112,0.6984677998563562,0.6435240603303807,0
F,0.4291357433564759,0.4378740723006943,0.26095283696432847,0.48324156092889636,0.47546085707445535,0.5482403638975342,0.47198946612401244,0
I,0.01927220493176921,0.01568111084510414,0.007421594445774479,0.014843188891548958,0.013646157529327269,0.027412018194876705,0.014843188891548958,0
I,0.10653579123773042,0.0900167584390711,0.11407708881972707,0.07876466363418722,0.06679435001197032,0.0780464448168542,0.12508977735216661,0
I,0.061886521426861386,0.042494613358870004,0.025017955470433326,0.049676801532200145,0.06128800574575054,0.08020110126885324,0.04500837921953555,0
I,0.061886521426861386,0.0723006942781901,0.09037586784773761,0.05985156811108451,0.050873832894421836,0.11276035432128322,0.07158247546085708,0
I,0.016638735934881493,0.01568111084510414,0.010294469715106535,0.014244673210438114,0.019032798659324876,0.022623892745989947,0.014843188891548958,0
M,0.6290399808474982,0.719535551831458,0.5796025855877424,0.6248503710797223,0.5794828824515202,0.6468757481446014,0.7963849652860905,1
M,0.5863059612161838,0.7447929135743356,0.863299018434283,0.6058175724203975,0.598395977974623,0.5963610246588461,0.6717740004788125,1
M,0.8421115633229591,0.86258079961695,0.8223605458463011,0.8627005027531721,0.7656212592769931,0.7841752453914292,0.9820445295666747,1
F,0.5533875987550874,0.6023461814699546,0.6880536270050275,0.6626765621259277,0.6417285132870482,0.7880057457505386,0.6831457984199186,0
F,0.7684941345463251,0.719535551831458,0.8223605458463011,0.6586066554943739,0.6532200143643764,0.6378980129279387,0.7452717261192243,0
F,0.8574335647593967,0.86258079961695,0.9551113239166866,0.9253052429973665,0.8790998324156093,0.9394302130715825,0.9339238688053627,1
M,0.7684941345463251,0.7850131673449844,0.9159683983720374,0.7874072300694278,0.8042853722767537,0.8463011730907349,0.8076370600909744,1
F,0.8107493416327508,0.7447929135743356,0.5796025855877424,0.6789561886521427,0.5887000239406273,0.9103423509695954,0.6435240603303807,1
F,0.8107493416327508,0.824395499162078,0.8913095523102705,0.8713191285611683,0.7971031841034235,0.9061527412018194,0.8485755326789561,0
F,0.8107493416327508,0.7447929135743356,0.6880536270050275,0.776873354081877,0.7807038544409863,0.9092650227435959,0.7197749581039024,1
F,0.6477136700981566,0.6511850610485995,0.7779506823078765,0.6021067751975102,0.5460857074455351,0.7957864496049797,0.6586066554943739,0
M,0.7501795547043333,0.7447929135743356,0.863299018434283,0.7531721331098875,0.7226478333732343,0.6468757481446014,0.7452717261192243,1
M,0.7333014124970074,0.7656212592769931,0.7779506823078765,0.6620780464448168,0.62748384007661,0.7191764424227914,0.8176921235336366,1
M,0.6290399808474982,0.6023461814699546,0.5796025855877424,0.5976777591572899,0.4037586784773761,0.5374670816375389,0.8176921235336366,1
I,0.10019152501795547,0.11527412018194877,0.09037586784773761,0.11072540100550635,0.10761311946372995,0.15214268613837684,0.3002154656451999,0
F,0.4002872875269332,0.4163275077807039,0.47773521666267654,0.5126885324395499,0.6858989705530285,0.5859468518075174,0.41525017955470434,0
M,0.3713191285611683,0.4378740723006943,0.6375389035192722,0.4804883887957864,0.5158008139813263,0.4432607134306919,0.5335168781422073,1
F,0.3879578644960498,0.4539142925544649,0.5796025855877424,0.3989705530284893,0.41704572659803685,0.417165429734259,0.4476897294709121,1
M,0.8421115633229591,0.824395499162078,0.8913095523102705,0.8334929375149629,0.6659085468039263,0.7786689011252095,0.93763466602825,1
M,0.5533875987550874,0.6023461814699546,0.6880536270050275,0.592769930572181,0.6465166387359349,0.5257361742877663,0.5761311946372994,1
M,0.6477136700981566,0.6511850610485995,0.8913095523102705,0.592769930572181,0.5442901604022026,0.6353842470672731,0.6435240603303807,0
F,0.24838400766100072,0.24275796025855878,0.2971031841034235,0.23401963131434045,0.2167823796983481,0.25568589897055305,0.2644242279147714,0
M,0.3713191285611683,0.4163275077807039,0.7356954752214508,0.5186736892506584,0.3684462532918362,0.6125209480488388,0.6435240603303807,1
F,0.3713191285611683,0.4163275077807039,0.5258558774239885,0.3878381613598276,0.3303806559731865,0.4229111802729231,0.4947330620062246,1
F,0.4642087622695715,0.541776394541537,0.7779506823078765,0.513406751256883,0.44098635384247065,0.44649269810869047,0.6171893703615035,1
M,0.19176442422791476,0.22037347378501318,0.26095283696432847,0.20409384725879817,0.22743595882212114,0.1847019391908068,0.22899209959300934,0
F,0.22791477136700983,0.23150586545367488,0.47773521666267654,0.2824994014843189,0.24970074215944457,0.30189130955231025,0.32523342111563325,0
I,0.1626765621259277,0.1545367488628202,0.22887239645678717,0.16914053148192482,0.1344266219774958,0.17560450083792195,0.22899209959300934,0
I,0.2167823796983481,0.23150586545367488,0.22887239645678717,0.2098395977974623,0.18805362700502753,0.22480248982523343,0.22899209959300934,0
F,0.44661240124491264,0.4689968877184582,0.7779506823078765,0.5250179554704333,0.4029207565238209,0.4938951400526694,0.7078046444816855,1
